,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,room_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
2042,20002,90.0,2,2.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,2,2,10,1,Washington,2.0,10,30,60,335
2043,20002,154.0,6,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,2,2,3,2,Washington,3.0,0,4,4,4
2044,20002,134.0,3,1.0,1.0,2.0,Real Bed,t,t,House,Entire home/apt,flexible,f,1,1,51,2,Washington,1.5,4,20,20,20
2045,20002,85.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,t,3,5,180,1,Washington,2.0,12,42,72,347
2046,20002,129.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,1,3,Washington,2.0,15,39,58,333
2047,20002,250.0,5,2.5,3.0,3.0,Real Bed,f,t,House,Entire home/apt,moderate,f,3,3,17,3,Washington,1.6666666666666667,2,28,46,321
2048,20002,179.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,29,32,25,3,Washington,2.0,5,33,63,338
2049,20002,115.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,2,1,Washington,2.0,0,0,0,0
2050,20002,89.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,9,2,Washington,2.0,2,5,5,277
2051,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,f,House,Private room,flexible,f,1,1,0,1,Washington,2.0,29,59,89,364
2052,20002,89.0,2,1.0,1.0,1.0,Real Bed,t,f,Apartment,Entire home/apt,moderate,f,1,1,310,1,Washington,2.0,0,6,12,255
2053,20002,679.0,6,2.5,3.0,4.0,Real Bed,f,t,House,Entire home/apt,strict,f,5,5,2,3,Washington,1.5,28,58,88,178
2054,20002,150.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Entire home/apt,strict,f,4,5,0,3,Washington,2.0,14,44,74,349
2055,20002,220.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,3,1,Washington,3.0,0,0,0,274
2056,20002,62.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,t,3,4,4,1,Washington,2.0,10,40,70,345
2057,20002,129.0,3,1.0,1.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,moderate,f,1,1,41,2,Washington,3.0,0,0,0,68
2058,20002,120.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,10,2,Washington,2.0,0,0,0,27
2059,20002,125.0,6,1.5,2.0,3.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,0,2,Washington,2.0,14,44,74,164
2060,20002,125.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,85,2,Washington,2.0,12,32,62,330
2061,20002,120.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,2,2,2,2,Washington,4.0,13,43,73,344
2062,20002,55.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,Private room,flexible,f,1,1,2,1,Washington,2.0,2,27,57,328
2063,20002,59.0,2,1.5,1.0,1.0,Real Bed,t,t,House,Private room,moderate,f,3,6,1,6,Washington,2.0,0,0,0,275
2064,20002,95.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,t,1,1,13,2,Washington,3.0,6,30,55,330
2065,20002,79.0,2,1.5,1.0,1.0,Real Bed,t,t,House,Private room,moderate,f,3,6,10,6,Washington,2.0,0,0,14,289
2066,20002,85.0,2,1.0,1.0,1.0,Real Bed,t,t,House,Private room,moderate,f,2,2,29,1,Washington,2.0,9,39,69,341
2067,20002,285.0,8,2.5,3.0,8.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,9,2,Washington,1.0,0,0,0,93
2068,20002,70.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,1,1,0,1,Washington,2.0,1,31,55,330
2069,20002,100.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,5,11,1,Washington,4.0,0,0,26,301
2070,20002,72.0,2,1.5,1.0,1.0,Real Bed,t,t,House,Private room,flexible,f,2,2,1,2,Washington,2.0,7,28,49,324
2071,20002,89.0,4,1.0,1.0,2.0,Real Bed,f,t,House,Private room,strict,f,2,2,21,1,Washington,2.0,10,25,30,30
2072,20002,75.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,1,1,1,2,Washington,2.0,0,0,0,0
2073,20002,2822.0,11,4.5,5.0,5.0,Real Bed,t,t,Apartment,Entire home/apt,strict,f,1,5,0,2,Washington,2.2,11,11,11,11
2074,20002,85.0,2,2.5,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,1,1,76,2,Washington,2.0,25,55,85,360
2075,20002,189.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,t,2,2,4,1,Washington,2.0,30,60,90,365
2076,20002,69.0,2,1.5,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,1,4,28,3,Washington,2.0,25,54,54,179
2077,20002,118.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,1,1,10,12,Washington,2.0,0,0,19,294
2078,20002,75.0,2,1.0,1.0,1.0,Real Bed,t,f,House,Private room,flexible,f,3,3,318,2,Washington,2.0,1,14,27,279
2079,20002,79.0,2,1.0,1.0,1.0,Real Bed,t,f,House,Private room,flexible,f,1,1,74,1,Washington,2.0,4,21,51,318
2080,20002,77.0,2,1.5,1.0,1.0,Real Bed,t,t,House,Private room,strict,f,2,2,8,3,Washington,2.0,2,18,40,309
2081,20002,84.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,Private room,moderate,f,1,1,28,2,Washington,2.0,0,0,0,0
2082,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,t,3,5,61,1,Washington,2.0,21,51,81,356
2083,20002,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,0,6,Washington,2.0,12,12,12,12
2084,20002,195.0,4,1.0,2.0,2.0,Real Bed,f,f,House,Entire home/apt,flexible,f,1,1,5,1,Washington,2.0,0,0,0,244
2085,20002,110.0,2,1.0,0.0,1.0,Real Bed,f,t,House,Entire home/apt,flexible,f,1,1,1,1,Washington,2.0,0,0,0,0
2086,20002,225.0,5,2.0,3.0,3.0,Real Bed,f,t,House,Entire home/apt,moderate,f,2,2,4,5,Washington,1.6666666666666667,2,32,62,64
2088,20002,250.0,6,1.5,3.0,3.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,2,1,"Washington, D.C.",2.0,0,0,0,123
2089,20002,95.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,2,2,14,2,Washington,1.5,3,28,58,333
2090,20002,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,2,2,0,1,Washington,2.0,16,43,73,348
2091,20002,225.0,6,3.0,3.0,3.0,Real Bed,t,t,House,Entire home/apt,moderate,f,3,4,11,6,Washington,2.0,0,0,0,154
2092,20002,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Shared room,strict,f,1,1,4,1,Washington,2.0,17,47,77,352
2093,20002,137.0,4,1.0,1.0,2.0,Real Bed,t,t,Apartment,Private room,strict,f,1,2,28,1,Washington,2.0,14,36,56,136
2094,20001,98.0,4,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,1,1,28,3,Washington,4.0,0,0,0,257
2095,20002,149.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,t,2,2,34,1,Washington,2.0,12,33,62,336
2096,20002,250.0,6,1.5,3.0,3.0,Real Bed,f,f,House,Entire home/apt,strict,f,1,1,11,2,Washington,2.0,0,0,19,294
2097,20002,150.0,4,1.0,1.0,2.0,Real Bed,t,t,House,Entire home/apt,moderate,f,1,1,26,2,Washington,2.0,5,18,33,288
2098,20002,168.0,3,1.0,1.0,2.0,Real Bed,t,t,Apartment,Entire home/apt,moderate,f,1,1,47,2,Washington,1.5,5,28,56,140
2099,20001,59.0,2,1.5,1.0,1.0,Real Bed,f,t,House,Private room,strict,t,3,3,9,1,Washington,2.0,5,5,5,278
2100,20002,80.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,1,3,Washington,2.0,0,0,0,0
2101,20002,80.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,2,2,1,1,Washington,1.5,14,43,73,73
2102,20002,126.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,3,3,51,1,Washington,2.0,8,34,50,292
2103,20002,125.0,5,1.5,2.0,3.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,0,6,Washington,1.6666666666666667,0,0,0,238
2104,20002,100.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,4,5,Washington,2.0,0,0,0,97
2105,20002,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,1,1,Washington,2.0,12,42,72,347
2106,20002,499.0,15,4.5,6.0,12.0,Real Bed,f,t,House,Entire home/apt,strict,t,1,6,0,2,Washington,1.25,0,20,44,134
2107,20002,195.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,41,49,2,3,Washington,4.0,29,59,89,364
2108,20002,100.0,4,2.5,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,1,1,1,3,Washington,2.0,0,6,36,311
2109,20002,125.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,t,1,1,8,1,Washington,2.0,0,0,0,68
2110,20002,145.0,4,1.0,1.0,2.0,Real Bed,t,t,Apartment,Entire home/apt,strict,f,1,1,142,2,Washington,2.0,3,24,39,255
2111,20002,175.0,2,1.0,0.0,1.0,Real Bed,t,f,House,Entire home/apt,flexible,f,2,2,141,3,Washington,2.0,0,17,22,22
2112,20002,199.0,6,1.0,3.0,3.0,Real Bed,f,t,House,Entire home/apt,flexible,f,3,4,0,1,Washington,2.0,4,34,64,339
2113,20002,75.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,3,3,12,1,Washington,3.0,3,3,3,277
2114,20002,130.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,2.0,14,14,14,14
2115,20002,150.0,5,2.0,1.0,1.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,3,1,Washington,5.0,4,7,10,282
2116,20002,220.0,5,1.5,2.0,2.0,Real Bed,f,f,House,Entire home/apt,flexible,f,2,2,3,1,Washington,2.5,28,58,68,224
2117,20002,75.0,2,1.5,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,1,1,0,1,Washington,2.0,0,0,0,83
2118,20002,115.0,5,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,43,1,Washington,5.0,3,33,63,338
2119,20002,119.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,22,25,3,3,Washington,2.0,18,48,78,353
2120,20002,225.0,4,2.5,2.0,2.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,36,3,Washington,2.0,18,44,74,349
2121,20002,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,28,3,Washington,2.0,6,35,35,306
2122,20002,124.0,3,1.0,1.0,2.0,Real Bed,t,t,Apartment,Entire home/apt,moderate,f,1,1,25,2,Washington,1.5,2,10,37,303
2123,20002,95.0,1,1.0,1.0,1.0,Real Bed,t,t,House,Private room,moderate,f,1,1,51,1,Washington,1.0,22,52,82,357
2124,20002,59.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,t,3,4,1,1,Washington,2.0,27,54,84,359
2125,20002,149.0,3,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,1,2,Washington,1.5,0,0,0,275
2126,20002,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,6,4,Washington,2.0,15,45,75,106
2127,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,1,5,Washington,2.0,0,0,0,274
2128,20002,126.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,2,1,1,Washington,2.0,0,0,25,300
2129,20002,64.0,1,0.0,1.0,1.0,Real Bed,f,t,Condominium,Private room,flexible,f,1,1,2,1,Washington,1.0,0,0,0,47
2130,20002,299.0,6,2.5,2.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,f,27,30,17,3,Washington,2.0,7,23,49,324
2131,20002,35.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,t,3,3,8,1,Washington,1.0,10,40,70,309
2132,20002,50.0,2,1.5,1.0,2.0,Real Bed,f,t,House,Private room,flexible,f,1,1,119,2,Washington,1.0,0,14,31,292
2133,20002,179.0,6,1.0,2.0,4.0,Real Bed,t,t,House,Entire home/apt,strict,f,1,2,96,1,Washington,1.5,12,13,13,178
2134,20002,70.0,2,1.5,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,1,1,12,2,Washington,2.0,0,0,0,238
2135,20002,125.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,29,1,Washington,3.0,0,0,0,182
2136,20002,180.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Entire home/apt,flexible,f,1,1,4,2,Washington,2.0,27,57,87,362
2137,20002,79.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,1,1,22,1,Washington,2.0,2,15,45,320
2139,20002,100.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,1,1,0,7,Washington,2.0,28,58,88,88
2140,20002,80.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,5,3,Washington,2.0,0,0,0,75
2141,20002,300.0,4,2.5,2.0,2.0,Real Bed,f,f,Bed & Breakfast,Entire home/apt,flexible,f,3,3,0,1,Washington,2.0,30,60,90,365
2142,20002,107.0,2,1.5,1.0,1.0,Real Bed,f,f,House,Private room,flexible,f,1,1,4,1,Washington,2.0,1,31,61,336
2143,20002,250.0,6,1.0,3.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,2.0,12,42,72,347
2144,20002,199.0,6,1.0,3.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,22,25,9,3,Washington,2.0,9,23,43,299
2145,20002,90.0,3,2.0,1.0,2.0,Real Bed,t,t,House,Private room,flexible,f,1,1,55,1,Washington,1.5,6,26,55,57
2146,20002,105.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,2,1,Washington,2.0,0,0,0,134
2147,20002,150.0,4,1.0,2.0,2.0,Real Bed,f,t,House,Entire home/apt,strict,f,3,3,0,3,Washington,2.0,30,60,90,365
2148,20002,125.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,4,2,Washington,3.0,0,0,14,17
2149,20002,85.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,moderate,f,1,1,45,2,Washington,2.0,0,0,3,240
2150,20002,225.0,6,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,41,49,4,3,Washington,3.0,29,59,89,364
2151,20002,99.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,1,1,1,1,Washington,2.0,0,0,0,123
2152,20002,150.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,1,1,Washington,3.0,0,0,0,85
2153,20002,85.0,4,1.0,1.0,2.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,71,2,Washington,2.0,0,0,0,87
2155,20002,120.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,flexible,f,1,1,16,1,Washington,2.0,2,13,21,292
2156,20002,35.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,t,3,3,1,1,Washington,1.0,0,0,0,65
2157,20002,79.0,2,2.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,1,1,42,1,Washington,2.0,4,23,53,328
2158,20002,40.0,1,1.0,1.0,1.0,Futon,f,f,House,Private room,flexible,t,1,1,1,7,Washington,1.0,0,0,0,231
2159,20002,149.0,2,1.0,1.0,2.0,Real Bed,t,t,House,Entire home/apt,moderate,f,1,1,15,2,Washington,1.0,8,38,68,68
2160,20002,115.0,5,1.0,1.0,2.0,Real Bed,t,t,Apartment,Entire home/apt,flexible,f,1,1,37,1,Washington,2.5,6,26,56,331
2161,20002,105.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,t,1,1,7,1,Washington,3.0,0,24,53,325
2162,20002,58.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Shared room,moderate,f,1,1,15,1,Washington,1.5,0,0,14,14
2163,20002,250.0,4,2.0,2.0,2.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,7,4,Washington,2.0,17,47,72,347
2164,20002,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,2,2,Washington,2.0,0,0,0,0
2165,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,f,House,Private room,flexible,f,1,1,0,1,Washington,2.0,30,60,90,365
2166,20002,180.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,2,10,1,Washington,3.0,14,39,69,340
2167,20002,156.0,2,1.0,1.0,1.0,Real Bed,f,f,House,Private room,flexible,f,3,3,0,1,Washington,2.0,30,60,90,365
2168,20002,135.0,2,1.5,1.0,1.0,Real Bed,f,t,House,Entire home/apt,flexible,f,1,1,4,1,Washington,2.0,0,0,0,0
2169,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,19,1,Washington,2.0,19,46,76,351
2170,20002,145.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,5,3,Washington,2.0,6,12,12,136
2171,20002,120.0,2,1.5,1.0,1.0,Real Bed,f,f,House,Private room,flexible,f,2,2,11,1,Washington,2.0,23,53,83,358
2172,20002,160.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,6,1,Washington,3.0,7,13,13,236
2173,20002,79.0,2,1.0,1.0,1.0,Airbed,f,f,Apartment,Private room,strict,f,1,1,41,1,Washington,2.0,30,60,90,364
2174,20002,55.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,1,1,1,2,Washington,2.0,0,0,0,118
2175,20002,50.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,1,1,Washington,1.0,0,0,0,108
2176,20002,135.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,t,1,1,14,2,Washington,2.0,8,38,68,343
2177,20002,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,strict,f,1,5,2,1,Washington,2.0,0,0,27,302
2178,20002,148.0,2,1.5,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,5,1,Washington,2.0,0,5,14,223
2179,20001,69.0,3,1.5,1.0,1.0,Real Bed,f,t,House,Private room,strict,t,3,3,5,1,Washington,3.0,2,2,2,275
2180,20002,300.0,6,2.5,2.0,3.0,Real Bed,t,t,House,Entire home/apt,moderate,f,3,4,39,4,Washington,2.0,15,31,53,328
2181,20002,85.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,1,1,Washington,2.0,1,1,1,61
2182,20002,58.0,2,1.0,1.0,1.0,Real Bed,f,t,Townhouse,Private room,moderate,f,1,1,1,1,Washington,2.0,26,56,86,361
2183,20002,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,0,1,Washington,2.0,30,60,90,90
2184,20002,40.0,2,1.5,1.0,1.0,Real Bed,f,f,House,Private room,strict,t,1,1,11,2,Washington,2.0,0,0,0,55
2185,20002,55.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,strict,f,5,5,9,5,Washington,2.0,9,9,9,219
2186,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,2,2,40,2,Washington,2.0,0,0,0,0
2187,20002,144.0,4,1.5,1.0,2.0,Real Bed,f,t,House,Private room,flexible,f,2,2,48,1,Washington,2.0,6,23,53,53
2188,20002,199.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,t,5,5,80,3,Washington,2.0,12,38,53,133
2189,20002,70.0,2,1.5,1.0,1.0,Pull-out Sofa,f,t,House,Private room,moderate,f,1,1,22,3,Washington,2.0,24,54,84,359
2190,20002,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,3,3,1,3,Washington,2.0,30,60,90,365
2191,20002,71.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,11,1,Washington,2.0,5,35,65,340
2192,20002,300.0,7,3.5,3.0,3.0,Real Bed,f,t,House,Entire home/apt,moderate,f,2,2,8,3,Washington,2.3333333333333335,0,19,39,264
2193,20002,108.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,0,3,Washington,2.0,7,27,57,57
2194,20002,190.0,7,1.5,2.0,3.0,Real Bed,f,t,House,Entire home/apt,flexible,f,1,1,2,3,Washington,2.3333333333333335,0,0,0,272
2195,20002,105.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,2,2,58,2,Washington,2.0,2,32,56,331
2196,20002,129.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,t,1,2,15,2,Washington,2.0,7,14,44,319
2197,20002,135.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,23,2,Washington,1.5,25,55,85,360
2198,20002,125.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,19,3,Washington,2.0,19,49,79,354
2199,20002,100.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,3,1,Washington,3.0,0,0,29,304
2200,20002,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,0,1,Washington,2.0,0,0,0,244
2201,20002,178.0,9,2.5,3.0,4.0,Real Bed,f,f,House,Entire home/apt,strict,t,2,2,4,3,Washington,2.25,13,33,63,327
2202,20002,125.0,3,1.0,2.0,2.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,7,3,Washington,1.5,11,41,71,346
2203,20002,65.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,1,1,3,1,Washington,1.0,21,51,81,356
2204,20002,86.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,5,2,Washington,2.0,0,0,0,119
2205,20002,55.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,strict,f,5,5,42,5,Washington,2.0,0,0,0,263
2206,20002,114.0,4,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,0,2,Washington,4.0,5,22,52,327
2207,20002,165.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,1,1,1,5,Washington,2.0,0,0,0,49
2208,20002,70.0,2,1.0,1.0,2.0,Real Bed,f,t,House,Private room,moderate,f,2,2,2,3,Washington,1.0,0,11,41,309
2209,20002,90.0,4,1.5,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,2,2,9,1,Washington,4.0,1,2,27,300
2210,20002,89.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,1,1,7,1,Washington,2.0,17,47,77,352
2211,20002,80.0,1,1.5,1.0,1.0,Real Bed,f,t,Townhouse,Private room,flexible,f,1,1,2,1,Washington,1.0,23,53,83,358
2212,20002,105.0,4,1.5,2.0,2.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,8,4,Washington,2.0,0,0,0,102
2213,20002,90.0,2,1.5,1.0,1.0,Real Bed,t,t,House,Private room,moderate,f,1,1,35,2,Washington,2.0,3,31,61,336
2214,20002,70.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,Shared room,moderate,f,2,3,1,2,Washington,1.0,17,47,77,352
2215,20002,135.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,t,1,1,111,1,Washington,4.0,8,24,52,327
2216,20002,180.0,6,2.5,2.0,4.0,Real Bed,f,t,House,Entire home/apt,strict,f,2,2,29,3,Washington,1.5,27,57,87,362
2217,20002,160.0,4,1.0,2.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,f,2,2,3,3,"Washington, D.C.",1.3333333333333333,0,8,18,285
2218,20002,149.0,5,1.0,2.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,22,25,6,3,Washington,1.6666666666666667,11,36,66,336
2219,20002,249.0,3,1.0,1.0,1.0,Airbed,f,t,Apartment,Entire home/apt,moderate,f,1,1,1,1,Washington,3.0,0,0,20,295
2220,20002,149.0,4,1.0,2.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,1,2,8,1,Washington,2.0,24,54,84,359
2221,20002,64.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,2,2,30,2,Washington,2.0,11,39,69,69
2222,20002,149.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,29,32,6,4,Washington,2.0,2,2,4,4
2223,20002,90.0,1,1.5,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,1,1,8,1,Washington,1.0,3,3,3,117
2224,20002,150.0,2,1.0,1.0,2.0,Real Bed,f,f,Townhouse,Private room,flexible,f,1,1,0,2,Washington,1.0,0,0,0,0
2225,20002,179.0,4,1.0,1.0,2.0,Real Bed,f,f,House,Entire home/apt,moderate,t,1,1,15,2,Washington,2.0,19,44,74,349
2226,20002,159.0,4,1.0,1.0,3.0,Real Bed,t,f,Apartment,Entire home/apt,strict,f,2,2,20,2,Washington,1.3333333333333333,3,22,46,291
2227,20002,220.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,flexible,f,1,2,23,2,Washington,2.0,17,47,77,352
2228,20002,117.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,6,2,Washington,3.0,0,0,0,262
2229,20002,84.0,4,1.0,2.0,2.0,Real Bed,f,t,House,Entire home/apt,flexible,f,1,1,1,2,Washington,2.0,0,14,28,30
2230,20002,105.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,moderate,f,2,3,0,2,Washington,2.0,15,45,75,350
2231,20002,175.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,41,49,3,3,Washington,2.0,26,56,86,361
