,id,host_response_time,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,minimum_nights,maximum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,host_since_year,host_response_rate_buckets,host_verifications_email,host_verifications_ phone,host_verifications_ reviews,host_verifications_ jumio,host_verifications_ facebook,host_verifications_ kba,host_verifications_ linkedin,host_verifications_ google,host_verifications_phone,host_verifications_ manual_offline,amenities_Air Conditioning,amenities_Heating,amenities_Wireless Internet,amenities_Kitchen,amenities_Smoke Detector,amenities_Washer,amenities_Dryer,amenities_Internet,amenities_Essentials,amenities_TV,extra_people_fee
1074,5496664,within an hour,f,1,t,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,125.0,1,2,1125,4,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,2013,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1075,4987922,within an hour,t,1,t,t,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,142.0,2,1,1125,1,74,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,2014,2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1076,851048,within a few hours,f,3,t,t,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,525.0,4,1,6,17,12,98.0,9.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,3,2011,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1077,5381225,within an hour,f,1,t,t,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,159.0,1,2,14,5,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,2015,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1078,8379983,within an hour,f,1,t,f,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,170.0,2,1,1125,5,0,93.42626970227671,9.540730337078651,9.330874604847208,9.71092377941693,9.752718344440547,9.38618028761838,9.323395299894774,f,flexible,f,f,1,2014,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1080,6177419,within a few hours,f,206,t,t,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,246.0,1,3,1125,28,0,93.42626970227671,9.540730337078651,9.330874604847208,9.71092377941693,9.752718344440547,9.38618028761838,9.323395299894774,f,moderate,f,t,19,2013,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1081,7898386,within a day,f,2,t,t,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,75.0,0,2,45,2,2,90.0,8.0,10.0,10.0,9.0,9.0,9.0,f,strict,f,f,2,2014,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1082,2432627,within an hour,f,1,t,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,99.0,1,1,30,3,11,93.0,9.0,9.0,10.0,10.0,10.0,9.0,f,flexible,f,f,1,2014,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1083,8486538,within a few hours,f,1,t,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,90.0,1,2,1125,2,0,93.42626970227671,9.540730337078651,9.330874604847208,9.71092377941693,9.752718344440547,9.38618028761838,9.323395299894774,f,moderate,f,f,1,2015,2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1084,2162330,within a few hours,f,6,t,f,Condominium,Entire home/apt,6,2.0,2.0,3.0,Real Bed,229.0,1,1,27,16,0,93.42626970227671,9.540730337078651,9.330874604847208,9.71092377941693,9.752718344440547,9.38618028761838,9.323395299894774,f,moderate,t,t,6,2013,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1085,3933068,within an hour,t,1,t,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,149.0,2,2,365,4,14,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,2014,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1086,4284144,within an hour,t,1,t,t,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,136.0,2,1,60,0,41,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,2011,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1087,8482771,within an hour,f,1,t,f,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,250.0,1,2,3,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,1,2015,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1090,5151884,within an hour,f,1,t,t,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,120.0,1,2,1125,0,5,100.0,10.0,9.0,10.0,10.0,10.0,9.0,t,moderate,f,f,1,2014,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1091,4709529,within a few hours,f,1,t,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,175.0,1,1,7,26,31,91.0,10.0,9.0,9.0,9.0,10.0,9.0,f,flexible,f,f,1,2011,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1092,5782754,within an hour,f,1,t,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,122.0,1,2,1125,2,3,100.0,10.0,10.0,9.0,10.0,10.0,10.0,f,moderate,f,f,1,2013,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1093,6487391,within an hour,f,2,t,t,House,Private room,2,1.0,1.0,1.0,Real Bed,177.0,2,1,60,17,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,2,2014,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1094,7820526,within a few hours,f,4,t,f,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,169.0,6,1,1125,16,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,4,2015,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1095,1961889,within a day,f,1,t,t,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,85.0,1,5,30,0,31,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,f,f,1,2013,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1096,5570026,within an hour,f,23,t,f,House,Shared room,2,0.0,1.0,1.0,Real Bed,100.0,1,1,1125,21,15,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,23,2015,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1098,2694647,within an hour,f,7,t,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,105.0,2,7,450,1,12,93.0,9.0,10.0,10.0,10.0,10.0,10.0,t,moderate,f,f,6,2012,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1099,2964999,within a few hours,f,5,t,t,Apartment,Private room,10,2.5,1.0,5.0,Real Bed,99.0,1,7,365,6,2,90.0,9.0,8.0,8.0,9.0,9.0,9.0,f,strict,f,f,5,2013,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1101,7733108,within a few hours,f,6,t,t,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,189.0,6,1,1125,19,2,100.0,9.0,10.0,9.0,10.0,10.0,10.0,f,strict,f,f,6,2015,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1102,5578617,within an hour,f,23,t,f,House,Private room,2,1.0,1.0,1.0,Real Bed,120.0,1,1,1125,7,4,90.0,10.0,10.0,10.0,9.0,10.0,9.0,f,strict,f,f,23,2015,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1103,5570446,within an hour,f,23,t,f,House,Private room,1,0.0,1.0,1.0,Real Bed,95.0,1,1,1125,8,27,92.0,9.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,23,2015,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1104,837109,within a day,f,1,t,t,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,150.0,2,2,5,0,8,98.0,9.0,9.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,2012,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1105,2436595,within a few hours,f,49,t,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,175.0,1,3,90,29,3,87.0,9.0,9.0,9.0,9.0,10.0,9.0,f,strict,f,f,41,2013,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1106,1162095,within a few hours,f,1,t,t,Apartment,Entire home/apt,2,2.0,1.0,1.0,Real Bed,150.0,1,3,1125,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,2013,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1107,7816551,within a few hours,f,2,t,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,160.0,1,2,1125,19,1,80.0,10.0,10.0,10.0,10.0,10.0,8.0,f,flexible,f,f,2,2015,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1109,2123168,within an hour,f,12,t,f,House,Private room,2,1.0,1.0,1.0,Real Bed,85.0,1,2,98,26,14,93.0,9.0,9.0,10.0,10.0,10.0,9.0,t,strict,f,f,12,2011,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1110,6759818,within an hour,f,1,t,f,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,150.0,1,1,1125,5,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,1,2015,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1111,1789725,within an hour,f,12,t,f,House,Private room,2,1.0,1.0,1.0,Real Bed,90.0,1,2,95,9,3,93.0,9.0,9.0,10.0,10.0,9.0,8.0,f,strict,f,f,12,2011,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1112,1969772,within a few hours,f,2,t,t,Apartment,Private room,1,1.0,1.0,1.0,Pull-out Sofa,100.0,1,1,1125,17,25,94.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,2,2013,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1114,8408941,within a few hours,f,1,t,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,100.0,2,5,32,0,0,93.42626970227671,9.540730337078651,9.330874604847208,9.71092377941693,9.752718344440547,9.38618028761838,9.323395299894774,f,moderate,f,f,1,2012,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1115,2142150,within an hour,f,1,t,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,215.0,2,2,1125,8,34,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,2013,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1116,22453,within a few hours,f,4,t,f,Apartment,Shared room,1,1.0,1.0,1.0,Pull-out Sofa,95.0,1,1,5,0,74,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,t,t,4,2009,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1117,6515171,within an hour,f,1,t,t,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,130.0,1,1,5,10,0,93.42626970227671,9.540730337078651,9.330874604847208,9.71092377941693,9.752718344440547,9.38618028761838,9.323395299894774,f,flexible,f,f,1,2015,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1118,1198049,within a few hours,f,32,t,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,1,4,365,10,36,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,t,29,2009,2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1120,2478422,within a day,f,1,t,f,Apartment,Entire home/apt,4,1.5,1.0,1.0,Real Bed,120.0,1,4,365,0,3,100.0,9.0,9.0,10.0,10.0,10.0,9.0,f,flexible,f,f,1,2013,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1122,6088740,within a few hours,t,1,t,t,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,176.0,1,1,1125,0,20,93.0,9.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,1,2010,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1123,1550495,within a day,f,30,t,t,Apartment,Entire home/apt,6,2.5,2.0,3.0,Real Bed,495.0,4,3,1125,4,27,95.0,9.0,10.0,9.0,10.0,10.0,9.0,f,strict,f,f,27,2013,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1124,4279890,within a day,f,1,t,f,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,110.0,1,2,7,0,8,93.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,f,f,1,2013,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1125,8153301,within a few hours,f,1,t,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,2,3,1125,0,0,93.42626970227671,9.540730337078651,9.330874604847208,9.71092377941693,9.752718344440547,9.38618028761838,9.323395299894774,f,moderate,f,f,1,2012,2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1126,1198315,within a few hours,f,32,t,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,135.0,1,4,365,11,47,93.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,t,29,2009,2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1127,4054058,within a day,f,1,t,f,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,65.0,1,1,1125,0,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,2014,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1128,5314716,within a day,f,1,t,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110.0,1,2,1125,2,4,90.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,f,f,1,2013,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1129,6288706,within an hour,f,1,t,t,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,105.0,1,5,31,5,9,96.0,8.0,10.0,10.0,10.0,10.0,9.0,t,flexible,f,f,1,2015,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1130,4923534,within a few hours,f,1,t,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,119.0,2,1,1125,11,10,93.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,f,f,1,2013,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1131,8338969,within a day,f,3,t,t,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,99.0,1,1,1125,0,0,93.42626970227671,9.540730337078651,9.330874604847208,9.71092377941693,9.752718344440547,9.38618028761838,9.323395299894774,f,strict,f,f,1,2015,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1132,1655517,within a few hours,f,49,t,t,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,225.0,4,3,90,26,18,96.0,9.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,41,2013,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
1133,5570591,within an hour,f,23,t,f,House,Private room,2,1.0,1.0,1.0,Real Bed,105.0,1,1,1125,22,6,80.0,10.0,8.0,10.0,10.0,10.0,9.0,f,strict,f,f,23,2015,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1134,8308059,within an hour,t,2,t,t,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,140.0,2,2,25,19,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,f,f,2,2011,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1135,7771546,within a day,f,2,t,t,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,125.0,0,3,1125,5,0,93.42626970227671,9.540730337078651,9.330874604847208,9.71092377941693,9.752718344440547,9.38618028761838,9.323395299894774,f,flexible,f,f,2,2014,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1136,7457615,within an hour,f,1,t,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,250.0,1,1,1125,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,1,2015,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1137,8453546,within an hour,f,1,t,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90.0,1,1,1125,2,0,93.42626970227671,9.540730337078651,9.330874604847208,9.71092377941693,9.752718344440547,9.38618028761838,9.323395299894774,f,flexible,f,f,1,2015,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1138,6742510,within a few hours,f,3,t,f,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,70.0,1,1,1125,0,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,f,flexible,f,f,3,2013,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1139,5669372,within an hour,f,1,t,f,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,200.0,1,1,1125,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,2014,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1140,9641,within a few hours,f,4,t,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,215.0,2,2,180,0,65,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,t,t,4,2009,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1141,1466883,within an hour,f,1,t,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,135.0,2,2,30,10,26,94.0,9.0,9.0,10.0,10.0,10.0,9.0,t,moderate,f,f,1,2010,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1142,8028708,within a day,f,1,t,t,House,Private room,2,1.0,1.0,1.0,Real Bed,120.0,1,2,1125,0,1,100.0,9.540730337078651,9.330874604847208,9.71092377941693,10.0,10.0,10.0,f,flexible,f,f,1,2012,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1143,7438892,within an hour,f,1,t,f,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,90.0,2,1,1125,0,8,85.0,10.0,9.0,9.0,10.0,10.0,9.0,f,flexible,f,f,1,2015,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1144,1319473,within a day,f,480,t,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,259.0,1,4,730,30,1,80.0,10.0,10.0,6.0,8.0,6.0,6.0,f,super_strict_30,f,t,5,2009,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1145,1761846,within a few hours,f,1,t,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,1,27,1125,5,5,88.0,9.0,9.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,2013,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1146,1066025,within a day,f,2,t,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,125.0,1,2,5,10,18,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict,t,t,2,2012,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1147,8170185,a few days or more,f,1,t,t,House,Private room,2,1.0,1.0,1.0,Real Bed,84.0,1,1,1125,0,3,87.0,9.0,9.0,9.0,10.0,9.0,9.0,f,flexible,f,f,1,2015,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1148,860336,within an hour,f,2,t,t,House,Private room,4,1.0,1.0,2.0,Real Bed,99.0,2,1,1125,5,170,95.0,9.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,t,2,2011,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1150,5441474,within an hour,f,2,t,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,149.0,1,2,1125,3,46,91.0,9.0,9.0,9.0,10.0,10.0,9.0,t,moderate,f,f,2,2012,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1151,1716922,within an hour,f,4,t,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,168.0,2,1,1125,2,150,94.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,f,f,4,2013,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
