,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
2158,20002,40.0,1,1.0,1.0,1.0,Futon,f,f,House,flexible,t,1,1,1,7,Washington,1.0,0,0,0,231
2165,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,2.0,30,60,90,365
2167,20002,156.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,3,3,0,1,Washington,2.0,30,60,90,365
2171,20002,120.0,2,1.5,1.0,1.0,Real Bed,f,f,House,flexible,f,2,2,11,1,Washington,2.0,23,53,83,358
2173,20002,79.0,2,1.0,1.0,1.0,Airbed,f,f,Apartment,strict,f,1,1,41,1,Washington,2.0,30,60,90,364
2174,20002,55.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,1,2,Washington,2.0,0,0,0,118
2177,20002,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,5,2,1,Washington,2.0,0,0,27,302
2179,20001,69.0,3,1.5,1.0,1.0,Real Bed,f,t,House,strict,t,3,3,5,1,Washington,3.0,2,2,2,275
2182,20002,58.0,2,1.0,1.0,1.0,Real Bed,f,t,Townhouse,moderate,f,1,1,1,1,Washington,2.0,26,56,86,361
2183,20002,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,30,60,90,90
2184,20002,40.0,2,1.5,1.0,1.0,Real Bed,f,f,House,strict,t,1,1,11,2,Washington,2.0,0,0,0,55
2185,20002,55.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,5,5,9,5,Washington,2.0,9,9,9,219
2186,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,40,2,Washington,2.0,0,0,0,0
2187,20002,144.0,4,1.5,1.0,2.0,Real Bed,f,t,House,flexible,f,2,2,48,1,Washington,2.0,6,23,53,53
2189,20002,70.0,2,1.5,1.0,1.0,Pull-out Sofa,f,t,House,moderate,f,1,1,22,3,Washington,2.0,24,54,84,359
2190,20002,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,3,3,1,3,Washington,2.0,30,60,90,365
2191,20002,71.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,11,1,Washington,2.0,5,35,65,340
2200,20002,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,244
2203,20002,65.0,1,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,3,1,Washington,1.0,21,51,81,356
2205,20002,55.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,5,5,42,5,Washington,2.0,0,0,0,263
2208,20002,70.0,2,1.0,1.0,2.0,Real Bed,f,t,House,moderate,f,2,2,2,3,Washington,1.0,0,11,41,309
2209,20002,90.0,4,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,9,1,Washington,4.0,1,2,27,300
2210,20002,89.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,7,1,Washington,2.0,17,47,77,352
2211,20002,80.0,1,1.5,1.0,1.0,Real Bed,f,t,Townhouse,flexible,f,1,1,2,1,Washington,1.0,23,53,83,358
2213,20002,90.0,2,1.5,1.0,1.0,Real Bed,t,t,House,moderate,f,1,1,35,2,Washington,2.0,3,31,61,336
2221,20002,64.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,30,2,Washington,2.0,11,39,69,69
2223,20002,90.0,1,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,8,1,Washington,1.0,3,3,3,117
2224,20002,150.0,2,1.0,1.0,2.0,Real Bed,f,f,Townhouse,flexible,f,1,1,0,2,Washington,1.0,0,0,0,0
2230,20002,105.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,3,0,2,Washington,2.0,15,45,75,350
2232,20002,175.0,2,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,3,3,0,1,Washington,1.0,30,60,90,365
2233,20002,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,t,3,3,0,3,Washington,2.0,30,60,90,365
2235,20002,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,strict,f,1,5,2,1,Washington,2.0,0,0,25,85
2241,20002,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,27,57,87,362
2244,20002,56.0,1,1.5,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,1,4,Washington,1.0,0,0,0,35
2245,20002,105.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,0,1,Washington,2.0,0,0,0,0
2249,20002,75.0,2,1.0,1.0,1.0,Real Bed,t,t,House,moderate,f,2,2,17,2,Washington,2.0,15,40,70,345
2250,20002,79.0,2,1.5,1.0,1.0,Real Bed,t,t,House,moderate,f,3,6,8,6,Washington,2.0,0,0,19,294
2253,20002,229.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,0,3,Washington,4.0,1,2,2,277
2255,20002,40.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,0,4,Washington,2.0,11,18,18,18
2266,20002,150.0,2,1.5,1.0,1.0,Real Bed,f,f,House,strict,f,1,1,10,3,Washington,2.0,14,44,74,349
2268,20009,99.0,3,1.0,1.0,1.0,Futon,t,t,Apartment,flexible,f,1,1,18,1,Washington,3.0,27,57,87,362
2269,20009,140.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
2270,20009,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,11,1,Washington,2.0,15,43,73,348
2271,20009,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,2,1,Washington,2.0,17,47,77,352
2273,20009,150.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,1,1,Washington,2.0,30,60,90,365
2274,20009,89.0,1,1.5,1.0,1.0,Real Bed,f,f,Bed & Breakfast,strict,f,4,4,35,1,Washington,1.0,0,0,0,244
2285,20010,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,0,1,Washington,2.0,9,39,69,344
2288,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,5,1,Washington,2.0,10,10,13,13
2292,20009,125.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
2298,20009,99.0,2,1.5,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,80,2,Washington,2.0,15,45,73,347
2299,20008,109.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,t,2,2,19,2,Washington,2.0,7,31,45,226
2308,20009,85.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,t,1,1,248,1,Washington,2.0,3,24,54,322
2314,20009,107.0,2,1.0,1.0,1.0,Real Bed,t,t,House,flexible,f,1,1,16,1,Washington,2.0,0,0,0,259
2319,20009,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Loft,flexible,f,1,1,1,1,Washington,2.0,27,57,87,87
2322,20009,60.0,2,2.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,0,1,Washington,2.0,0,0,0,134
2331,20009,70.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,1,1,Washington,1.0,0,21,51,326
2333,20009,65.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,23,33
2341,20009,84.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,6,17,2,Washington,2.0,21,51,81,356
2344,20009,95.0,1,1.0,1.0,1.0,Real Bed,t,f,House,strict,f,2,2,2,4,Washington,1.0,0,29,59,334
2345,20009,95.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,69,2,Washington,2.0,17,43,73,348
2358,20009,79.0,1,4.0,1.0,1.0,Real Bed,f,f,House,strict,f,1,1,5,5,Washington,1.0,23,25,41,314
2370,20009,160.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,moderate,f,1,1,12,2,Washington,2.0,12,39,55,321
2381,20009,159.0,1,1.0,1.0,1.0,Real Bed,f,f,Bed & Breakfast,strict,f,4,4,1,1,Washington,1.0,0,0,15,288
2385,20009,100.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,3,1,Washington,2.0,8,38,68,68
2386,20009,99.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,22,3,Washington,1.0,30,47,65,340
2387,20009,225.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
2389,20009,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,2,2,10,1,Washington,2.0,25,53,83,358
2390,20009,95.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,f,1,1,11,2,Washington,2.0,14,38,68,158
2397,20009,89.0,1,2.0,1.0,1.0,Real Bed,f,f,Bed & Breakfast,strict,f,4,4,13,1,Washington,1.0,0,0,0,245
2398,20009,60.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,1.0,22,44,74,349
2404,20009,109.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,f,1,1,22,1,Washington,2.0,25,55,85,360
2407,20009,90.0,2,1.0,1.0,1.0,Real Bed,t,f,House,moderate,f,2,2,67,3,Washington,2.0,8,13,13,140
2420,20009,78.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,20,1,Washington,1.0,0,0,0,275
2422,20009,85.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,12,12,18,2,Washington,2.0,9,39,69,159
2447,20009,60.0,1,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,0,1,Washington,1.0,0,0,0,77
2450,20009,99.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,9,1,Washington,2.0,19,29,53,328
2452,20009,85.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,2,2,9,2,Washington,2.0,0,9,39,39
2455,20009,275.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,0,1,Washington,2.0,0,30,60,335
2456,20009,70.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,14,1,Washington,2.0,17,47,77,352
2458,20009,72.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,4,1,Washington,2.0,3,3,23,23
2459,20009,110.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,1.0,0,0,0,7
2462,20009,89.0,1,2.0,1.0,1.0,Real Bed,f,f,Bed & Breakfast,strict,f,4,4,5,1,Washington,1.0,0,0,0,237
2471,20009,119.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,0,1,Washington,2.0,5,5,5,5
2472,20009,105.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,flexible,f,1,1,34,2,Washington,2.0,8,37,55,325
2485,20009,50.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,4,Washington,1.0,0,0,0,31
2486,20009,80.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,3,3,15,1,Washington,2.0,17,30,30,290
2490,20008,120.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,208
2491,20009,89.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,3,3,0,1,Washington,2.0,30,60,90,90
2496,20009,72.0,1,1.0,1.0,1.0,Real Bed,t,f,House,moderate,f,2,2,110,3,Washington,1.0,8,8,9,217
2498,20008,150.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,8,1,Washington,2.0,13,43,73,348
2505,20001,68.0,1,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,4,4,27,1,Washington,1.0,23,23,51,326
2506,20001,80.0,2,2.0,1.0,1.0,Pull-out Sofa,f,t,Apartment,moderate,f,2,2,6,1,Washington,2.0,0,0,0,244
2507,20002,200.0,4,1.0,1.0,2.0,Real Bed,f,t,House,flexible,f,1,1,0,2,Washington,2.0,16,40,60,199
2508,20002,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,10,1,Washington,2.0,25,55,85,360
2509,20001,99.0,4,1.0,1.0,1.0,Real Bed,f,f,House,flexible,t,1,2,3,3,Washington,4.0,6,28,58,148
2511,20001,85.0,4,1.0,1.0,3.0,Real Bed,f,t,House,moderate,f,1,1,35,2,Washington,1.3333333333333333,9,33,52,115
2512,20010,115.0,2,1.0,1.0,1.0,Futon,f,t,House,flexible,f,2,2,1,1,Washington,2.0,0,0,0,120
2513,20001,80.0,1,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,4,4,8,2,Washington,1.0,16,43,73,348
2514,20001,40.0,1,2.0,1.0,1.0,Real Bed,f,t,House,strict,f,11,19,1,4,Washington,1.0,30,60,90,365
2517,20001,95.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,2,2,Washington,2.0,0,0,0,134
2521,20002,50.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,t,1,1,47,2,Washington,2.0,3,8,17,105
2525,20001,90.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.0,0,0,0,86
2527,20002,65.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,41,1,Washington,2.0,0,0,0,2
2528,20001,89.0,3,1.0,1.0,2.0,Real Bed,f,t,House,strict,f,5,5,13,3,Washington,1.5,8,38,68,343
2529,20002,85.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,5,2,Washington,2.0,29,53,83,173
2532,20001,50.0,1,1.0,1.0,1.0,Airbed,f,t,House,flexible,f,2,2,1,1,Washington,1.0,6,36,66,341
2533,20001,88.0,2,1.5,1.0,1.0,Real Bed,f,f,House,moderate,f,1,1,11,2,Washington,2.0,0,15,45,45
2538,20002,117.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,1,1,Washington,2.0,0,30,54,319
2540,20002,89.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,169,2,Washington,2.0,2,32,62,337
2541,20011,50.0,3,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,1,1,Washington,3.0,22,37,62,337
2543,20001,90.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,1,2,Washington,2.0,30,60,90,365
2547,20002,75.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,1,1,Washington,2.0,0,0,0,47
2554,20002,70.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,14,Washington,1.0,30,60,90,365
2562,20017,60.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,6,2,Washington,2.0,11,11,11,11
2563,20001,125.0,2,2.0,1.0,1.0,Futon,f,t,Bed & Breakfast,strict,t,5,6,14,3,Washington,2.0,30,60,90,365
2568,20002,75.0,2,2.0,1.0,1.0,Real Bed,f,t,House,moderate,t,1,1,114,2,Washington,2.0,5,21,41,124
2569,20001,82.0,1,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,2,28,2,Washington,1.0,0,0,25,300
2571,20001,72.0,2,1.0,1.0,1.0,Real Bed,f,t,Other,strict,f,5,5,45,3,Washington,2.0,18,48,78,353
2573,20001,145.0,4,2.0,1.0,2.0,Real Bed,f,t,Bed & Breakfast,strict,t,5,6,18,3,Washington,2.0,30,60,90,365
2574,20002,60.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,3,3,250,1,Washington,2.0,1,17,41,304
2576,20002,70.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,3,3,4,1,Washington,2.0,30,60,90,365
2577,20017,75.0,2,1.0,1.0,2.0,Real Bed,f,t,House,flexible,t,1,1,17,2,Washington,1.0,26,51,81,356
2578,20002,60.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
2580,20002,56.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,30,60,90,365
2581,20001,65.0,2,2.5,1.0,1.0,Real Bed,f,f,House,moderate,f,1,1,93,1,Washington,2.0,0,0,16,291
2584,20002,65.0,1,1.0,1.0,1.0,Real Bed,f,t,Townhouse,moderate,f,1,1,7,2,Washington,1.0,13,43,73,348
2586,20001,89.0,2,1.5,1.0,1.0,Real Bed,t,t,House,strict,f,1,1,59,1,Washington,2.0,0,10,36,311
2589,20001,60.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,4,1,Washington,2.0,0,0,0,55
2590,20001,79.0,4,1.5,1.0,2.0,Real Bed,f,t,House,strict,f,3,9,33,2,Washington,2.0,13,40,65,337
2591,20001,60.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,moderate,f,1,1,1,2,Washington,2.0,7,37,67,342
2592,20001,89.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,61,1,Washington,2.0,17,47,77,77
2598,20001,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,5,5,45,3,Washington,2.0,18,48,78,353
2599,20001,65.0,2,1.0,1.0,1.0,Real Bed,t,t,House,moderate,f,2,2,51,1,"Washington, D.C.",2.0,13,35,65,340
2602,20002,85.0,2,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,4,4,2,2,Washington,2.0,3,33,63,338
2607,20002,89.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,311,2,Washington,2.0,5,32,62,62
2609,20002,89.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,42,3,Washington,2.0,8,17,39,314
2612,20001,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,flexible,f,1,1,1,3,Washington,2.0,0,0,0,90
2613,20002,80.0,2,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,1.0,24,52,74,349
2618,20002,110.0,4,1.5,1.0,2.0,Real Bed,f,t,House,moderate,f,4,4,2,2,Washington,2.0,4,34,64,339
2621,20001,55.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,3,2,Washington,2.0,0,0,0,231
2624,20001,71.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,16,1,Washington,2.0,13,41,71,346
2629,20002,75.0,2,1.0,1.0,1.0,Real Bed,t,t,House,strict,f,1,1,20,2,Washington,2.0,8,38,68,343
2631,20001,99.0,4,1.0,1.0,2.0,Real Bed,f,t,House,moderate,f,1,1,0,2,Washington,2.0,28,58,88,88
2632,20002,60.0,6,1.0,1.0,2.0,Airbed,f,t,House,moderate,f,4,4,2,2,Washington,3.0,0,0,0,115
2633,20002,90.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,2,1,Washington,2.0,1,17,47,322
2635,20002,80.0,4,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,26,1,Washington,4.0,11,41,71,346
2636,20017,68.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,moderate,f,1,1,2,1,Washington,2.0,20,40,70,345
2637,20001,155.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,0,1,Washington,2.0,30,60,90,365
2639,20001,79.0,2,1.5,1.0,1.0,Real Bed,f,t,House,strict,f,3,9,2,1,Washington,2.0,7,23,36,309
2641,20002,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,52,1,Washington,2.0,3,24,41,305
2643,20001,100.0,2,2.0,1.0,1.0,Futon,f,t,Bed & Breakfast,strict,t,5,6,13,3,Washington,2.0,29,59,89,364
2644,20017,140.0,5,2.5,1.0,2.0,Real Bed,f,t,Condominium,flexible,f,1,1,0,1,Washington,2.5,30,60,90,365
2648,20001,129.0,2,1.5,1.0,1.0,Real Bed,f,f,House,flexible,f,2,2,2,2,Washington,2.0,9,39,69,344
2649,20002,79.0,2,1.0,1.0,1.0,Real Bed,t,t,House,flexible,f,3,3,5,1,Washington,2.0,22,52,82,357
2650,20002,68.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,24,3,Washington,2.0,18,48,78,353
2651,20001,79.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,t,1,2,208,28,Washington,2.0,0,0,0,275
2652,20002,99.0,1,2.0,1.0,1.0,Real Bed,t,t,House,moderate,f,3,3,26,2,Washington,1.0,30,60,90,365
2658,20011,85.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,6,6,24,2,Washington,2.0,23,50,66,325
2659,20001,70.0,2,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,4,4,28,1,Washington,2.0,19,19,19,19
2660,20002,69.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,8,1,Washington,1.0,0,0,30,305
2662,20002,95.0,2,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,4,4,3,2,Washington,2.0,4,34,64,64
2672,20001,129.0,2,1.5,1.0,1.0,Real Bed,f,f,House,flexible,f,2,2,2,1,Washington,2.0,30,60,90,365
2673,20017,78.0,1,1.0,1.0,1.0,Real Bed,f,t,Condominium,moderate,f,1,1,4,2,Washington,1.0,28,58,88,178
2676,20002,125.0,2,1.0,1.0,2.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
2679,20002,75.0,4,1.0,1.0,1.0,Real Bed,f,t,House,flexible,t,2,2,6,1,Washington,4.0,18,48,78,353
2682,20001,50.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,3,1,Washington,2.0,30,60,90,365
2686,20002,45.0,1,1.5,1.0,1.0,Real Bed,f,f,House,strict,f,1,1,0,2,Washington,1.0,0,0,0,112
2687,20001,40.0,2,1.0,1.0,1.0,Pull-out Sofa,f,t,House,strict,f,1,1,0,1,Washington,2.0,16,24,26,26
2690,20002,120.0,2,2.0,1.0,1.0,Real Bed,f,f,Loft,flexible,f,1,1,1,1,Washington,2.0,30,60,90,365
2698,20001,79.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,t,1,2,9,2,Washington,2.0,11,29,58,58
2699,20001,62.0,4,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,1,1,Washington,4.0,23,53,83,358
2701,20002,60.0,4,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,4,4,1,2,Washington,4.0,0,0,0,115
2703,20017,68.0,2,1.0,1.0,1.0,Futon,f,f,Apartment,flexible,f,1,1,43,2,Washington,2.0,0,0,10,164
2708,20017,69.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,16,2,Washington,2.0,28,58,88,363
2710,20002,50.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,2,2,1,1,Washington,2.0,11,41,71,346
2711,20001,200.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,2,2,2,1,Washington,2.0,30,59,89,364
2712,20002,88.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,7,Washington,1.0,0,0,0,154
2719,20001,120.0,2,2.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,t,5,6,10,2,Washington,2.0,30,60,90,365
2720,20001,65.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,t,1,1,3,1,Washington,1.0,0,0,0,0
2725,20001,95.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,17,1,Washington,2.0,27,57,87,362
2727,20001,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,2,Washington,2.0,17,47,77,352
2729,20001,200.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,3,3,3,1,Washington,3.0,30,60,90,365
2730,20017,90.0,1,1.0,1.0,1.0,Real Bed,f,f,Loft,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
2731,20001,64.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,3,1,1,Washington,2.0,5,35,65,340
2733,20002,130.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,2,1,Washington,2.0,0,0,0,11
2734,20001,65.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,4,4,1,1,Washington,2.0,0,0,25,300
2735,20002,128.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,1,1,Washington,2.0,0,0,0,124
2736,20002,79.0,2,1.0,1.0,2.0,Real Bed,f,f,Townhouse,moderate,f,1,1,1,1,Washington,1.0,30,60,90,365
2740,20002,85.0,4,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,26,3,Washington,4.0,5,30,60,62
2741,20001,85.0,3,1.0,1.0,2.0,Real Bed,f,t,House,flexible,f,2,2,7,1,Washington,1.5,17,47,73,344
2742,20002,90.0,4,1.0,1.0,2.0,Real Bed,f,t,House,moderate,f,2,2,3,1,Washington,2.0,11,33,63,65
2746,20001,110.0,2,2.5,1.0,1.0,Real Bed,t,t,House,flexible,f,1,1,11,1,Washington,2.0,11,19,49,324
2747,20002,150.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,2,2,0,1,Washington,2.0,0,0,12,287
2748,20001,72.0,2,1.5,1.0,1.0,Airbed,f,t,House,flexible,f,1,1,1,1,Washington,2.0,0,0,0,114
2749,20001,88.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,48,1,Washington,2.0,1,1,8,172
2751,20002,100.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,45,2,Washington,2.0,9,32,60,335
2752,20002,100.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,1,1,Washington,1.0,0,0,0,3
2755,20009,55.0,2,2.0,1.0,1.0,Real Bed,t,t,House,moderate,f,2,2,171,1,Washington,2.0,18,48,78,334
2758,20001,49.0,2,2.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,10,2,Washington,2.0,0,0,0,272
2764,20009,85.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,52
2765,20010,120.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,1,1,Washington,2.0,0,0,0,117
2773,20010,59.0,2,1.0,1.0,1.0,Futon,f,f,Apartment,flexible,f,1,1,3,1,Washington,2.0,28,58,88,363
2774,20009,75.0,1,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,5,1,Washington,0.5,0,0,26,301
2778,20001,95.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,3,3,6,2,Washington,2.0,0,0,28,273
2784,20010,90.0,2,1.0,1.0,1.0,Real Bed,t,t,House,moderate,f,1,1,98,1,Washington,2.0,20,50,80,80
2786,20010,85.0,2,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,6,6,3,2,Washington,2.0,1,31,61,61
