,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
3441,20003,58.0,1,0.0,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,7,3,Washington,1.0,0,0,0,0
3443,20003,100.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,17,1,Washington,2.0,10,17,47,322
3446,20003,80.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,2,1,1,Washington,2.0,22,40,62,125
3449,20002,109.0,2,1.0,1.0,1.0,Real Bed,t,f,Apartment,strict,f,1,1,44,2,Washington,2.0,18,48,78,353
3457,20003,80.0,2,1.0,1.0,1.0,Real Bed,f,f,House,moderate,f,5,5,122,2,Washington,2.0,3,14,42,306
3469,20002,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,6,1,Washington,2.0,0,0,0,144
3470,20002,175.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,0,2,Washington,2.0,29,59,89,364
3472,20003,115.0,2,2.5,1.0,1.0,Real Bed,f,f,House,moderate,f,1,1,5,6,Washington,2.0,1,30,35,310
3478,20003,94.0,3,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,50,1,Washington,3.0,1,22,41,131
3479,20003,85.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,8,1,Washington,2.0,3,33,55,82
3480,20003,114.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,12,2,Washington,2.0,26,56,86,176
3483,20003,185.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,1,2,Washington,2.0,29,59,89,364
3484,20003,185.0,2,1.5,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,6,2,Washington,2.0,29,59,89,364
3487,20003,89.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,261
3490,20003,46.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,5,5,1,5,Washington,4.0,6,22,52,142
3498,20003,95.0,4,1.0,1.0,2.0,Real Bed,f,f,House,moderate,f,1,1,1,1,Washington,2.0,1,31,61,336
3499,20003,109.0,2,1.0,1.0,1.0,Real Bed,t,t,House,moderate,f,2,2,18,3,Washington,2.0,2,12,27,268
3505,20003,70.0,2,2.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,74,3,Washington,2.0,0,0,27,117
3507,20003,65.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,16,1,Washington,2.0,0,30,60,300
3516,20003,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,2,2,12,1,Washington,2.0,16,46,70,344
3529,20003,180.0,5,1.5,1.0,3.0,Real Bed,f,f,House,strict,f,3,4,3,3,Washington,1.6666666666666667,0,0,13,254
3531,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,56,4,Washington,2.0,5,29,52,140
3535,20003,165.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,0,1,Washington,1.0,28,58,88,88
3540,20003,125.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,0,1,Washington,2.0,21,51,81,356
3556,20003,85.0,1,1.0,1.0,1.0,Real Bed,t,t,House,strict,f,3,3,3,1,Washington,1.0,0,0,1,227
3558,20002,90.0,1,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,3,1,Washington,1.0,0,0,16,291
3562,20003,90.0,4,2.0,1.0,2.0,Real Bed,f,f,House,flexible,f,1,1,2,1,Washington,2.0,12,42,72,347
3563,20003,50.0,2,1.0,1.0,1.0,Pull-out Sofa,f,t,Apartment,flexible,f,1,1,0,3,Washington,2.0,0,0,0,11
3567,20003,100.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,104,1,Washington,2.0,1,1,1,1
3583,20003,75.0,1,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,0,2,Washington,1.0,0,0,0,27
3584,20003,120.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,5,2,Washington,2.0,8,22,52,327
3591,20003-3021,85.0,1,1.5,1.0,1.0,Pull-out Sofa,t,t,Apartment,flexible,f,2,2,21,1,Washington,1.0,0,0,26,301
3596,20003,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,2,2,3,1,Washington,2.0,27,57,87,362
3600,20003,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,flexible,t,2,2,0,1,Washington,2.0,0,0,0,93
3601,20002,100.0,2,1.0,1.0,2.0,Real Bed,f,f,House,flexible,f,5,5,1,2,Washington,1.0,15,45,75,350
3607,20003,110.0,2,2.0,1.0,1.0,Real Bed,f,t,House,strict,f,5,5,1,1,Washington,2.0,0,0,25,300
3614,20003,70.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,2,3,Washington,2.0,0,4,4,58
3619,20003,200.0,3,2.0,1.0,1.0,Real Bed,f,t,House,moderate,f,2,7,9,1,Washington,3.0,30,60,90,365
3622,20003,95.0,2,2.5,1.0,1.0,Real Bed,f,f,House,moderate,f,1,1,51,3,Washington,2.0,8,38,68,343
3623,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,166,2,Washington,2.0,1,31,61,336
3624,20003,44.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,5,5,1,1,Washington,2.0,10,40,70,102
3627,20003,275.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,3,Washington,2.0,0,0,0,0
3634,20002,100.0,1,1.5,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,37,3,Washington,1.0,0,0,11,286
3636,20003,104.0,2,1.0,1.0,1.0,Real Bed,t,t,House,moderate,f,1,2,32,1,Washington,2.0,12,42,72,347
3649,20003,115.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,2,Washington,2.0,21,39,39,39
3654,20003,85.0,1,1.0,1.0,1.0,Real Bed,t,t,House,moderate,f,1,1,18,2,Washington,1.0,7,37,67,342
3655,20003,90.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,14,1,Washington,2.0,12,34,53,328
3660,20003,95.0,2,1.0,1.0,1.0,Real Bed,t,t,House,strict,f,3,3,59,1,"Washington, D.C.",2.0,0,0,0,118
3663,20002,42.0,1,1.0,1.0,1.0,Real Bed,f,t,House,flexible,t,3,3,6,1,Washington,1.0,16,46,76,315
3664,20003,80.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,5,5,49,2,Washington,2.0,0,0,15,42
3665,20003,108.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,46,1,Washington,2.0,6,34,64,64
3667,20003,90.0,3,1.0,1.0,2.0,Real Bed,t,t,House,strict,f,2,2,167,1,Washington,1.5,3,13,36,293
3668,20002,80.0,1,0.0,1.0,1.0,Real Bed,f,f,House,flexible,f,5,5,0,4,Washington,1.0,21,51,81,333
3670,20003,90.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,1,1,Washington,2.0,0,0,0,201
3671,20003,120.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,85,1,Washington,2.0,0,0,0,0
3674,20003,95.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,3,3,36,1,Washington,2.0,11,28,58,333
3678,20002,100.0,2,1.0,1.0,2.0,Real Bed,f,f,House,flexible,f,5,5,1,2,Washington,1.0,21,51,81,356
3682,20002,100.0,2,1.0,1.0,2.0,Real Bed,f,f,House,flexible,f,5,5,0,6,Washington,1.0,28,58,88,363
3684,20003,99.0,2,1.0,1.0,2.0,Real Bed,f,f,Townhouse,flexible,f,1,1,0,1,Washington,1.0,0,0,0,112
3689,20003,70.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,1,1,Washington,2.0,1,1,20,20
3692,20003,109.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,3,1,Washington,1.0,30,60,90,365
3693,20003,100.0,1,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,0,1,Washington,1.0,30,60,90,365
3696,20003,70.0,2,1.0,1.0,1.0,Futon,f,t,House,strict,f,2,2,177,1,Washington,2.0,1,1,1,1
3709,20003,129.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,5,5,5,1,Washington,2.0,0,0,22,297
3711,20003,70.0,2,1.0,1.0,2.0,Real Bed,f,f,House,flexible,f,5,5,115,2,Washington,1.0,0,6,26,268
3715,20003,139.0,1,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,1,1,3,1,Washington,1.0,30,60,90,365
3719,20003,79.0,2,2.0,1.0,1.0,Real Bed,f,f,House,moderate,f,1,1,36,3,Washington,2.0,1,27,57,332
