,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
298,20037,130.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,19,2,Washington,2.0,8,31,55,62
300,20037,175.0,4,1.0,1.0,2.0,Real Bed,f,t,Condominium,strict,f,1,2,3,14,Washington,2.0,0,0,0,156
301,20037,246.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,19,206,1,3,Washington,1.5,27,57,57,57
302,20006,140.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,8,1,Washington,3.0,0,8,8,68
303,20036,65.0,2,1.0,0.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,1,Washington,1.0,0,0,0,76
304,20006,125.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,strict,f,1,1,42,2,"Washington, D.C.",2.0,0,0,0,0
305,20037,85.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,1,Washington,4.0,0,0,0,153
306,20037,309.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,3,3,Washington,3.0,28,58,88,178
307,20037,569.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,16,190,0,3,Washington,3.0,30,60,90,90
308,20037,150.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,2,Washington,2.0,0,8,17,170
310,20037,154.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,3,3,35,2,Washington,2.0,6,20,42,268
311,20037,165.0,4,1.0,1.0,2.0,Real Bed,f,t,House,moderate,t,3,3,17,2,Washington,2.0,3,24,54,307
312,20037,149.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,29,32,25,3,Washington,1.5,8,31,61,329
313,20007,104.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,16,16,2,1,Washington,2.0,7,32,62,320
314,20007,125.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,5,2,Washington,1.0,0,26,56,331
315,20037,259.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,19,206,0,3,Washington,1.5,6,6,6,6
316,20036,155.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,0,1,Washington,3.0,7,36,66,156
317,20052,259.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,2,4,Washington,2.0,30,60,90,365
318,20052,189.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,2,8,30,6,Washington,3.0,15,45,75,350
319,20037,110.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,12,1,Washington,4.0,0,0,0,0
321,20037,68.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,f,1,1,7,4,Washington,2.0,0,0,0,90
322,20037,309.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,5,4,Washington,2.0,30,60,90,365
323,20037,160.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,strict,f,4,4,1,5,Washington,2.0,0,0,0,274
325,20037,569.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,16,190,0,3,Washington,3.0,30,60,90,90
326,20037,103.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,3,4,0,1,Washington,4.0,10,37,67,67
327,20037,629.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,16,190,0,3,Washington,2.5,30,60,90,365
328,20037,324.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,moderate,f,19,206,5,3,Washington,1.6666666666666667,27,27,27,27
329,20052,90.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,2,7,Washington,2.0,0,0,3,278
330,20037,329.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,8,3,Washington,2.0,27,57,87,362
331,20037,299.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,3,3,Washington,2.0,27,51,81,356
332,20037,349.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,10,4,Washington,2.5,29,56,86,361
333,20037,95.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,3.0,0,0,0,96
334,20037,189.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,2,8,22,6,Washington,3.0,9,39,69,344
335,20037,324.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,moderate,f,19,206,2,3,Washington,1.6666666666666667,27,27,27,27
336,20037,100.0,4,1.0,0.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,1,4,Washington,4.0,0,0,0,230
337,20037,299.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,2,3,Washington,2.0,0,0,4,279
338,20037,215.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,2,Washington,4.0,0,0,0,2
339,20037,319.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,10,4,Washington,2.5,24,54,84,359
341,20037,209.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,3,5,Washington,3.0,2,32,62,337
342,20037,249.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,0,4,Washington,2.0,30,60,90,365
343,20037,329.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,0,4,Washington,2.0,30,60,90,365
344,20006,99.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,t,3,3,6,1,Washington,2.0,5,20,47,321
345,20037,324.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,moderate,f,19,206,2,3,Washington,1.6666666666666667,24,24,24,24
346,20037,168.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,3,3,0,2,Washington,2.0,0,22,44,306
347,20037,215.0,4,1.5,2.0,2.0,Real Bed,f,t,House,moderate,f,1,1,2,2,Washington,2.0,0,0,0,127
348,20037,159.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,9,3,Washington,2.0,25,55,85,360
349,20037,629.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,16,190,0,3,Washington,2.5,30,60,90,90
350,20037,629.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,16,190,0,3,Washington,2.5,30,60,90,90
353,20037,100.0,2,1.0,0.0,1.0,Real Bed,f,f,Loft,flexible,f,1,1,0,1,Washington,2.0,1,1,1,1
357,20037,189.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,0,5,Washington,3.0,30,60,90,365
358,20037,159.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,2,3,Washington,2.0,25,55,85,360
361,20037,160.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,4,4,6,3,Washington,2.0,12,30,60,150
362,20037,130.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,1,5
363,20037,125.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,24,2,Washington,2.0,3,3,3,118
364,20037,115.0,3,1.0,0.0,2.0,Real Bed,t,t,Apartment,moderate,f,1,2,63,2,Washington,1.5,2,7,25,274
365,20037,189.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,6,3,Washington,2.0,8,21,51,51
366,20037,140.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,2,2,0,1,Washington,2.0,16,46,76,185
368,20037,165.0,3,1.0,1.0,2.0,Real Bed,f,f,Apartment,moderate,f,1,1,19,1,Washington,1.5,0,0,0,189
369,20006,115.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,4,2,Washington,2.0,0,7,22,22
371,20037,132.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,41,1,3,Washington,2.0,0,0,0,0
372,20036,189.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,10,1,Washington,2.0,11,16,33,308
374,20037,239.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,1,3,Washington,2.0,30,60,90,365
375,20037,150.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,4,4,3,7,Washington,2.0,1,31,61,61
376,20006,96.0,3,1.0,0.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,6,3,Washington,1.5,0,1,31,302
377,20037,139.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,2,6,4,Washington,2.0,12,12,12,12
378,20006,99.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,21,2,Washington,2.0,2,10,35,120
381,20037,295.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,5,0,25,Washington,2.0,1,31,61,151
382,20037,100.0,1,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,4,4,6,6,Washington,1.0,8,38,68,158
383,20037,229.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,2,6,0,2,Washington,3.0,16,46,76,351
384,20037,300.0,6,2.0,2.0,3.0,Real Bed,f,t,House,strict,f,2,2,8,1,Washington,2.0,12,34,64,318
385,20037,120.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,6,1,Washington,2.0,2,32,62,337
386,20006,105.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,2,10,3,Washington,2.0,0,18,18,18
387,20037,108.0,2,1.0,0.0,1.0,Real Bed,f,t,Condominium,moderate,f,1,1,6,2,Washington,2.0,0,0,25,25
388,20006,118.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,strict,f,6,6,5,1,Washington,2.0,7,37,67,342
389,20037,310.0,6,2.0,3.0,3.0,Real Bed,f,t,House,strict,f,2,2,18,1,Washington,2.0,17,37,62,326
390,20037,100.0,4,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,f,3,4,12,1,Washington,4.0,11,41,71,71
391,20037,188.0,6,2.0,2.0,2.0,Real Bed,f,t,Townhouse,flexible,t,1,1,3,1,Washington,3.0,2,14,26,241
393,20006,116.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,25,1,Washington,2.0,2,15,29,282
394,20037,149.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,3.0,2,2,2,55
398,20037,95.0,1,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,t,6,7,21,5,Washington,1.0,0,7,7,7
399,20006,165.0,3,1.0,0.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,7,Washington,1.5,0,0,0,81
401,20037,324.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,moderate,f,19,206,5,3,Washington,1.6666666666666667,24,24,24,24
402,20037,150.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,2,2,52,2,Washington,2.0,8,28,58,333
403,20037,109.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,2,Washington,2.0,1,7,32,64
404,20006,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,flexible,f,1,2,0,2,Washington,2.0,0,0,0,16
405,20037,324.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,moderate,f,19,206,0,3,Washington,1.6666666666666667,27,27,27,27
407,20037,160.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,11,3,Washington,2.0,12,42,72,347
408,20036,95.0,3,1.0,0.0,2.0,Real Bed,f,f,Apartment,moderate,t,1,1,3,1,Washington,1.5,0,0,0,95
409,20037,128.0,3,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,2,Washington,3.0,10,35,65,340
411,20037,75.0,6,2.5,3.0,6.0,Real Bed,f,f,Apartment,flexible,f,2,2,0,7,Washington,1.0,0,0,0,151
412,20006,135.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,1,3,Washington,2.0,9,39,69,344
413,20037,249.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,0,4,Washington,3.0,30,60,90,365
414,20037,120.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,4,33,63,338
415,20037,179.0,5,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,13,3,Washington,5.0,25,55,85,85
417,20037,115.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,strict,f,3,4,63,1,Washington,2.0,9,21,51,51
419,20037,159.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,29,32,33,4,Washington,2.0,0,8,38,282
420,20037,209.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,2,4,Washington,2.0,28,58,88,363
421,20019,50.0,3,1.0,1.0,2.0,Real Bed,f,f,Apartment,strict,t,1,1,3,2,Washington,1.5,4,18,37,310
422,20019,175.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,1,1,Washington,2.0,0,29,59,334
423,20019,130.0,3,1.0,1.0,2.0,Real Bed,t,t,Apartment,moderate,f,1,1,14,1,Washington,1.5,30,60,90,365
424,20019,329.0,9,2.5,5.0,5.0,Real Bed,f,f,House,strict,f,1,1,0,3,Washington,1.8,30,60,90,365
427,20019,80.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,t,1,1,77,3,Washington,2.0,19,42,72,347
428,20019,800.0,5,2.0,3.0,3.0,Real Bed,f,t,House,flexible,f,1,1,0,1,Washington,1.6666666666666667,30,60,90,365
435,20009,300.0,6,2.0,2.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,2,Washington,3.0,0,0,0,275
438,20001,140.0,6,1.0,2.0,3.0,Real Bed,f,t,Apartment,strict,f,3,6,53,4,Washington,2.0,4,26,52,316
440,20001,150.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,48
441,20005,214.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,flexible,f,1,1,16,1,Washington,2.0,13,43,73,348
442,20001,129.0,4,1.0,1.0,2.0,Real Bed,f,t,House,moderate,t,2,2,362,2,Washington,2.0,5,23,52,327
443,20001,100.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,1,1,1
445,20009,399.0,4,1.5,2.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,27,1,Washington,2.0,5,8,28,286
447,20001,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,6,2,Washington,2.0,0,0,0,111
448,20001,200.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,0,2,Washington,2.5,3,3,3,126
449,20005,120.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,9,1,Washington,2.0,0,12,42,316
452,20005,299.0,7,2.0,4.0,4.0,Real Bed,f,t,Townhouse,strict,f,8,8,2,1,Washington,1.75,13,19,37,293
453,20005,207.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,19,206,2,3,Washington,1.5,27,27,27,27
456,20001,135.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,5,3,Washington,2.0,2,2,2,2
457,20001,100.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,7,1,Washington,3.0,0,0,0,0
459,20005,100.0,3,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,1,Washington,3.0,0,0,0,0
460,20001,230.0,4,2.0,2.0,2.0,Real Bed,t,t,Apartment,moderate,f,1,1,29,3,Washington,2.0,4,15,29,304
462,20001,495.0,6,2.0,3.0,3.0,Real Bed,t,f,Apartment,moderate,f,1,1,11,2,Washington,2.0,30,60,90,365
463,20001,115.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,2.0,0,11,11,285
465,20005,115.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,72,3,Washington,2.0,0,0,25,25
467,20005,158.0,2,1.0,0.0,1.0,Real Bed,t,f,Apartment,flexible,f,1,1,22,2,Washington,2.0,8,22,41,131
468,20001,399.0,10,4.5,4.0,5.0,Real Bed,t,t,House,strict,f,2,2,0,2,Washington,2.0,7,22,40,308
469,20005,150.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,274
470,20005,289.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,1,7,Washington,2.0,30,60,90,365
471,20001,150.0,4,1.0,2.0,2.0,Real Bed,t,t,House,moderate,f,1,1,43,2,Washington,2.0,8,14,39,129
472,20009,350.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,3,5,Washington,2.0,0,27,57,57
473,20005,298.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,moderate,f,19,206,2,3,Washington,1.6666666666666667,17,47,47,47
475,20001,130.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,4,2,Washington,2.0,0,5,16,89
476,20001,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,1,1,22,3,Washington,2.0,5,5,6,242
477,20005,125.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,12,3,Washington,2.0,0,3,28,28
478,20005,150.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,7,2,Washington,1.5,0,0,0,237
481,20005,250.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,2,Washington,3.0,0,0,0,0
482,20009,175.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,4.0,0,0,0,25
483,20005,69.0,2,1.0,1.0,1.0,Real Bed,f,t,Loft,strict,f,1,1,2,14,Washington,2.0,0,0,0,0
484,20005,175.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,4,1,Washington,2.0,22,52,82,357
486,20001,180.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,1,5,Washington,2.0,0,0,0,228
487,20001,150.0,6,1.0,2.0,3.0,Real Bed,f,t,Apartment,strict,f,3,6,84,4,Washington,2.0,15,40,70,345
488,20005,139.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,3,3,52,1,Washington,3.0,7,27,48,320
489,20001,111.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,6,1,Washington,2.0,8,38,68,343
492,20001,115.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,11,7,Washington,3.0,7,7,17,283
493,20005,199.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,13,7,Washington,2.0,16,46,76,351
494,20005,150.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,7,2,"Washington, D.C.",2.0,0,0,0,252
495,20001,115.0,4,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,49,2,Washington,4.0,2,5,14,225
497,20009,85.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,1,3,0,1,Washington,2.0,0,0,0,273
498,20009,193.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,3,Washington,2.0,3,7,11,136
499,20005,298.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,moderate,f,19,206,5,3,Washington,1.6666666666666667,18,47,47,47
501,20001,299.0,8,2.5,3.0,5.0,Real Bed,f,t,House,strict,t,1,6,1,1,Washington,1.6,12,29,59,334
502,20005,185.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,41,49,3,3,Washington,4.0,26,56,86,361
503,20001,120.0,4,1.5,2.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,3,1,Washington,2.0,0,0,0,0
507,20001,80.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,10,1,Washington,2.0,0,0,0,63
508,20009,195.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,t,1,1,13,2,Washington,2.0,2,19,40,283
510,20005,250.0,4,2.0,2.0,2.0,Real Bed,f,t,Condominium,strict,f,2,2,15,1,Washington,2.0,0,5,10,101
512,20005,135.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,44,2,Washington,3.0,0,5,21,296
513,20005,259.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,3,3,Washington,2.0,30,60,90,365
514,20005,60.0,2,1.0,0.0,2.0,Real Bed,f,f,Apartment,moderate,f,1,1,0,5,"Washington, D.C.",1.0,0,0,0,274
516,20005,100.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,2,3,Washington,2.0,10,26,36,311
517,20005,100.0,4,1.0,1.0,1.0,Real Bed,f,t,Condominium,moderate,f,1,1,5,3,Washington,4.0,0,4,4,30
518,20001,109.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,2,Washington,3.0,0,0,0,96
519,20001,312.0,10,1.5,3.0,4.0,Real Bed,f,t,House,strict,t,1,6,1,2,Washington,2.5,8,25,55,330
520,20009,175.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,strict,f,41,49,8,3,Washington,2.0,29,59,89,364
521,20005,375.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,3,3,0,1,Washington,2.0,7,7,15,18
525,20001,150.0,4,1.0,1.0,3.0,Real Bed,f,t,Apartment,strict,f,18,26,11,1,Washington,1.3333333333333333,9,22,52,327
526,20001,120.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,20,2,Washington,4.0,10,26,50,325
527,20009,119.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,3,Washington,2.0,6,36,66,341
528,20005,200.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,5,2,Washington,2.0,1,31,61,336
529,20001,600.0,12,3.0,5.0,6.0,Real Bed,f,t,Townhouse,strict,f,8,8,0,1,Washington,2.0,24,54,84,355
530,20009,175.0,3,1.0,0.0,2.0,Real Bed,f,t,Apartment,strict,f,41,49,0,3,Washington,1.5,29,59,89,364
531,20005,119.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,2,Washington,2.0,0,7,19,25
532,20005,209.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,2,1,Washington,1.5,1,19,35,310
533,20005,135.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,1.5,4,19,28,263
535,20001,250.0,8,1.0,2.0,3.0,Real Bed,f,t,Condominium,strict,t,1,1,5,2,Washington,2.6666666666666665,13,38,68,338
538,20001,150.0,4,1.0,1.0,3.0,Real Bed,f,t,House,strict,f,18,26,5,1,Washington,1.3333333333333333,4,24,54,329
539,20005,105.0,1,1.0,0.0,1.0,Futon,f,t,Apartment,flexible,f,1,1,15,1,Washington,1.0,24,54,84,359
540,20005,119.0,6,2.0,1.0,3.0,Real Bed,f,f,Apartment,moderate,f,6,6,0,1,Washington,2.0,18,48,78,353
541,20005,90.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,2.0,0,0,0,67
542,20001,340.0,12,3.5,4.0,4.0,Real Bed,f,t,House,strict,f,4,4,0,2,Washington,3.0,12,33,63,65
543,20005,180.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,4,4,0,1,Washington,2.0,2,2,16,291
544,20005,265.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,t,1,1,15,1,Washington,2.0,12,35,65,340
545,20005,105.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,strict,t,4,4,2,1,Washington,2.0,16,38,68,112
549,20001,110.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,4,4,114,2,Washington,3.0,4,19,40,315
550,20001,140.0,4,1.0,1.0,3.0,Real Bed,f,t,Apartment,strict,f,18,26,6,1,Washington,1.3333333333333333,10,32,59,334
552,20001,229.0,5,1.0,1.0,4.0,Real Bed,f,t,Apartment,strict,f,29,32,16,3,Washington,1.25,19,36,66,341
553,20001,162.0,4,2.5,2.0,2.0,Real Bed,f,t,House,moderate,f,2,2,14,1,Washington,2.0,8,38,68,343
554,20001,102.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,5,2,Washington,2.0,0,0,26,26
556,20001,190.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,15,2,Washington,2.0,7,19,31,238
557,20001,149.0,6,1.0,1.0,3.0,Real Bed,f,t,Apartment,moderate,t,2,2,215,2,Washington,2.0,13,37,67,331
560,20005,120.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,strict,f,1,1,89,1,Washington,2.0,3,15,43,274
561,20005,150.0,5,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,18,3,Washington,2.5,0,0,0,49
562,20009,599.0,14,3.0,5.0,7.0,Real Bed,f,t,House,strict,t,1,6,0,1,Washington,2.0,17,41,71,346
563,20001,62.0,1,1.0,0.0,1.0,Futon,f,f,Apartment,flexible,f,1,1,1,14,Washington,1.0,0,0,0,28
565,20001,240.0,5,1.5,2.0,2.0,Real Bed,f,t,House,flexible,f,2,2,16,1,Washington,2.5,28,58,88,363
567,20001,150.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,30,60,90,365
568,20005,250.0,5,1.0,2.0,2.0,Real Bed,f,f,Apartment,moderate,f,1,1,2,4,Washington,2.5,0,5,19,20
570,20005,299.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,3,4,Washington,2.0,19,49,79,354
571,20005,720.0,13,3.0,6.0,8.0,Real Bed,f,t,Townhouse,strict,f,8,8,1,1,Washington,1.625,15,42,72,340
575,20001,145.0,6,1.0,2.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,54,1,Washington,3.0,4,16,39,304
578,20001,225.0,7,1.0,2.0,6.0,Real Bed,f,t,Apartment,strict,f,18,26,11,1,Washington,1.1666666666666667,8,25,52,324
579,20009,130.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,2.0,0,0,0,111
580,20001,178.0,6,1.5,2.0,2.0,Real Bed,f,t,Townhouse,strict,f,8,8,4,1,Washington,3.0,15,42,72,347
583,20009,125.0,2,1.0,2.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,7,1,Washington,2.0,2,2,2,276
584,20001,120.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,4,4,85,2,Washington,2.0,10,34,62,337
